ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA,P_FUGA,FUGA_PRIMA
3206,M,65000.0,44,UNV,CAS,61,90.0,SANTIAGO,0,216528,0,443058,72,0,1982,2.0,7300000,NO,1.0,0.9804312586784363,1
3207,M,66000.0,45,MED,CAS,55,90.0,SANTIAGO,0,319616,0,508055,541,0,898,3.0,4800000,NO,1.0,0.9871158003807068,1
3208,F,80000.0,40,TEC,SOL,92,88.0,SANTIAGO,0,65153,0,126151,0,0,166,0.0,2200000,SI,0.0,0.0018586788792163134,0
3209,M,777000.0,47,UNV,CAS,90,94.0,SANTIAGO,0,150290,0,0,39,0,0,1.0,3200000,NO,1.0,0.9579365253448486,1
3210,M,1600000.0,42,UNV,SOL,27,226.0,CONCEPCION,0,155096,292471,160273,3197,0,537,2.0,5900000,NO,1.0,0.8864792585372925,1
3211,M,7500000.0,42,MED,CAS,52,89.0,SANTIAGO,0,431732,5202560,0,0,15900,7212,1.0,6000000,NO,1.0,0.8412346243858337,1
3212,M,900000.0,30,MED,SEP,13,16.0,ANTOFAGASTA,0,295572,0,0,60,19769,2,1.0,3700000,NO,0.0,0.10837631672620773,1
3213,M,1140000.0,42,UNV,CAS,52,104.0,SANTIAGO,0,205392,0,6898,0,0,0,1.0,5400000,NO,1.0,0.9502552151679993,1
3214,M,9120000.0,41,UNV,CAS,32,93.0,SANTIAGO,151102,112,0,434869,238,0,443,1.0,1200000,NO,1.0,0.9897597432136536,1
3215,M,500000.0,40,TEC,CAS,88,67.0,VINA DEL MAR,0,817971,0,0,76,0,0,1.0,900000,NO,0.0,0.27103230357170105,1
3216,F,43800.0,36,MED,SOL,107,87.0,SANTIAGO,0,861141,0,0,0,0,7596,0.0,7700000,SI,0.0,0.0019912857096642256,0
3217,F,8200000.0,34,TEC,SOL,36,67.0,VINA DEL MAR,0,157065,0,939313,312,0,66,1.0,4500000,NO,0.0,0.012736335396766663,0
3218,F,962000.0,37,TEC,CAS,60,292.0,PUERTO VARAS,0,290817,0,0,15,0,0,1.0,3700000,NO,0.0,0.01708158664405346,0
3219,F,650000.0,48,UNV,CAS,31,119.0,SANTIAGO,0,299994,0,0,16,0,0,1.0,2300000,NO,1.0,0.9600318074226379,1
3220,F,9460000.0,35,TEC,VIU,88,513.0,CON-CON,0,0,0,0,0,4558,51,0.0,4500000,NO,0.0,0.0018640963826328516,0
3221,F,68000.0,51,MED,SOL,24,88.0,SANTIAGO,0,271280,0,0,16,0,0,1.0,8000000,SI,0.0,0.02242475189268589,0
3222,M,544000.0,46,MED,CAS,108,105.0,SANTIAGO,0,615700,0,6676,11,6583,12,3.0,1600000,NO,1.0,0.8814423084259033,1
3223,F,91000.0,44,TEC,SOL,130,98.0,SANTIAGO,0,275165,0,0,0,0,0,0.0,2000000,SI,0.0,0.0019337859703227878,0
3224,F,946000.0,47,UNV,SOL,138,1.0,ARICA,946690,611,0,244475,216,0,389,3.0,3800000,NO,1.0,0.9110701084136963,1
3225,F,7000000.0,32,TEC,SOL,118,111.0,SANTIAGO,0,2133,0,0,184,0,0,1.0,3500000,NO,0.0,0.010563833639025688,0
3226,M,800000.0,55,TEC,SOL,71,105.0,SANTIAGO,0,38336,0,870765,277,1448,222,2.0,3700000,SI,1.0,0.8930066227912903,1
3227,M,800000.0,53,MED,SOL,55,93.0,SANTIAGO,0,216054,0,0,0,0,0,0.0,3700000,NO,0.0,0.022130154073238373,0
3228,M,450000.0,28,UNV,CAS,56,138.0,RENGO,0,4819,0,0,0,0,69,0.0,1600000,NO,0.0,0.012665068730711937,0
3229,M,835000.0,55,UNV,CAS,76,98.0,SANTIAGO,402385,968496,0,156746,663,0,566,2.0,2100000,NO,1.0,0.9190167188644409,1
3230,M,753000.0,40,MED,CAS,27,226.0,CONCEPCION,0,552821,0,0,148,0,517,1.0,3100000,NO,0.0,0.24387669563293457,1
3231,F,618000.0,29,UNV,CAS,107,87.0,SANTIAGO,0,541110,0,20702,191,0,0,1.0,1300000,NO,0.0,0.1523992121219635,1
3232,M,500000.0,45,UNV,CAS,31,119.0,SANTIAGO,0,38106,0,529826,679,0,958,3.0,1100000,NO,1.0,0.9444459676742554,1
3233,F,700000.0,57,MED,SOL,34,88.0,SANTIAGO,0,328246,0,29679,39,0,4,1.0,2400000,NO,0.0,0.07487138360738754,1
3234,F,600000.0,51,MED,VIU,31,119.0,SANTIAGO,0,6285,0,0,268,0,0,1.0,2200000,NO,1.0,0.5618646144866943,1
3235,F,500000.0,26,TEC,CAS,83,88.0,SANTIAGO,0,0,0,24276,0,0,162,1.0,2000000,NO,0.0,0.36002105474472046,1
3236,M,828000.0,55,UNV,SOL,32,89.0,SANTIAGO,0,100138,0,68548,92,0,213,1.0,3800000,NO,1.0,0.9258298277854919,1
3237,M,1200000.0,52,TEC,CAS,27,226.0,CONCEPCION,646066,379524,0,294131,275,24102,876,2.0,4000000,NO,1.0,0.7848652601242065,1
3238,M,4810000.0,42,UNV,CAS,55,90.0,SANTIAGO,197136,108166,0,606627,422,0,12435,1.0,2700000,SI,1.0,0.9880626201629639,1
3239,F,94600.0,37,TEC,SOL,52,128.0,PENAFLOR,0,691276,0,0,607,10503,166,1.0,1800000,SI,0.0,0.006185751408338547,0
3240,F,465000.0,43,MED,CAS,152,89.0,SANTIAGO,0,0,0,0,33,0,0,2.0,1400000,NO,0.0,0.4983096718788147,1
3241,M,650000.0,51,TEC,CAS,138,1.0,ARICA,0,34649,0,3227,417,0,7,3.0,500000,SI,1.0,0.9080098271369934,1
3242,M,2100000.0,45,MED,VIU,84,85.0,SANTIAGO,0,154225,0,191353,1932,3567,506,2.0,8000000,NO,1.0,0.5940068960189819,1
3243,M,66800.0,44,UNV,CAS,55,90.0,SANTIAGO,0,96282,0,146209,902,0,186,3.0,1200000,NO,1.0,0.9829796552658081,1
3244,M,1015000.0,50,UNV,SOL,90,93.0,SANTIAGO,0,133919,0,8621,675,0,401,3.0,3900000,NO,1.0,0.9808720350265503,1
3245,F,6500000.0,34,TEC,VIU,77,226.0,CONCEPCION,0,1256755,0,293887,3131,0,105,1.0,3800000,NO,0.0,0.00672196364030242,0
3246,M,3200000.0,49,UNV,CAS,123,90.0,SANTIAGO,0,87132,0,1528249,947,6712,7256,2.0,8000000,NO,1.0,0.853140652179718,1
3247,F,6500000.0,37,TEC,VIU,79,148.0,SAN FERNANDO,0,189559,0,0,161,0,0,1.0,1200000,NO,0.0,0.009148427285254002,0
3248,M,1600000.0,52,UNV,CAS,27,226.0,CONCEPCION,2131633,658672,0,0,365,3708,141,1.0,3900000,NO,1.0,0.961106538772583,1
3249,F,790000.0,38,MED,CAS,103,89.0,SANTIAGO,0,2331,0,252861,751,0,570,3.0,1400000,NO,0.0,0.07209816575050354,1
3250,M,700000.0,27,MED,CAS,13,80.0,SANTIAGO,0,0,0,0,627,0,371,2.0,1300000,NO,1.0,0.5472541451454163,1
3251,F,1142000.0,55,TEC,SOL,28,80.0,SANTIAGO,0,158137,0,0,37,0,1763,1.0,5400000,NO,0.0,0.17445695400238037,1
3252,F,49200.0,41,TEC,SOL,120,292.0,PUERTO VARAS,0,1886254,0,261553,1025,0,121,1.0,1900000,NO,0.0,0.02562878280878067,0
3253,F,5500000.0,35,TEC,SOL,13,16.0,ANTOFAGASTA,0,118095,0,0,36,68285,0,3.0,6000000,NO,0.0,0.0587780736386776,1
3254,M,1290000.0,55,TEC,CAS,27,226.0,CONCEPCION,0,22165,0,248278,1334,7519,466,2.0,2100000,NO,1.0,0.9125185608863831,1
3255,M,1400000.0,53,UNV,SOL,27,226.0,CONCEPCION,0,113807,0,763130,0,11154,93,1.0,6200000,NO,1.0,0.9364294409751892,1
3256,M,571000.0,45,MED,CAS,82,80.0,SANTIAGO,0,15408,0,0,16,453,0,2.0,1800000,NO,1.0,0.9110209345817566,1
3257,F,700000.0,34,UNV,CAS,77,227.0,TALCAHUANO,0,0,0,0,685,13461,135,1.0,1800000,NO,0.0,0.14697788655757904,1
3258,F,76700.0,38,MED,SOL,23,164.0,CURICO,0,248200,0,11216,0,0,48,0.0,1800000,SI,0.0,0.0015187053941190243,0
3259,F,48000.0,56,MED,SOL,23,164.0,CURICO,0,0,0,0,0,0,0,0.0,2400000,SI,0.0,0.0023589928168803453,0
3260,M,55800.0,40,MED,CAS,55,90.0,SANTIAGO,0,231241,0,109184,88,19841,122,1.0,5200000,NO,1.0,0.8386088609695435,1
3261,M,7170000.0,43,UNV,CAS,104,81.0,SANTIAGO,0,118849,0,0,142,19122,0,1.0,5000000,NO,1.0,0.9905430674552917,1
3262,F,848000.0,32,TEC,CAS,75,79.0,STO DOMINGO,0,96136,0,0,0,0,0,0.0,4000000,NO,0.0,0.0040147737599909306,0
3263,F,600000.0,45,MED,CAS,73,88.0,SANTIAGO,0,75520,0,215682,0,0,138,0.0,2300000,NO,0.0,0.009170138277113438,0
3264,M,1300000.0,52,UNV,SOL,90,86.0,SANTIAGO,0,0,0,0,1294,0,4402,2.0,3100000,NO,1.0,0.952366828918457,1
3265,F,1340000.0,52,TEC,CAS,100,85.0,SANTIAGO,2321540,0,0,0,10,0,9184,2.0,3400000,NO,0.0,0.07137811928987503,1
3266,M,702000.0,53,TEC,CAS,138,86.0,SANTIAGO,0,247230,0,211410,185,0,84,1.0,2100000,NO,1.0,0.8258280754089355,1
3267,M,61200.0,53,UNV,CAS,55,90.0,SANTIAGO,262171,230934,927368,2164329,2762,16462,9395,2.0,6200000,NO,1.0,0.9916015267372131,1
3268,F,80000.0,58,TEC,SOL,23,167.0,MOLINA,0,56874,0,0,188,282,37,3.0,1400000,SI,0.0,0.015429609455168247,0
3269,M,1500000.0,52,MED,SOL,27,226.0,CONCEPCION,0,897368,0,0,5,1810,12980,1.0,6600000,NO,1.0,0.7530531883239746,1
3270,M,973000.0,33,UNV,SOL,144,105.0,SANTIAGO,0,1709540,0,0,0,572,0,0.0,2800000,SI,0.0,0.012681286782026291,0
3271,M,990000.0,38,TEC,CAS,13,16.0,ANTOFAGASTA,1053965,284617,0,0,4199,11881,1,3.0,750000,NO,0.0,0.06018811836838722,1
3272,M,650000.0,51,UNV,CAS,31,119.0,SANTIAGO,0,39501,0,38995,427,0,13,3.0,500000,SI,1.0,0.974668562412262,1
3273,M,4997000.0,53,TEC,SOL,85,88.0,SANTIAGO,0,813492,425134,0,2036,791,1431,1.0,8000000,NO,1.0,0.6529450416564941,1
3274,M,50000.0,43,UNV,CAS,59,80.0,SANTIAGO,0,61227,0,415018,262,18600,449,1.0,4700000,NO,1.0,0.9860010743141174,1
3275,F,2200000.0,38,UNV,SOL,84,85.0,SANTIAGO,0,398564,0,0,0,38506,0,1.0,8000000,NO,0.0,0.03124760091304779,0
3276,F,920000.0,55,MED,CAS,27,226.0,CONCEPCION,0,225361,196000,0,0,0,443,1.0,4400000,NO,0.0,0.47275254130363464,1
3277,M,610000.0,51,MED,SOL,80,89.0,SANTIAGO,136396,11564,0,153359,796,0,4,1.0,1200000,NO,1.0,0.8472499251365662,1
3278,F,75000.0,63,MED,SOL,155,88.0,SANTIAGO,0,1058218,0,20423,0,0,546,0.0,6300000,SI,0.0,0.0015759015223011374,0
3279,F,4550000.0,34,TEC,SOL,90,16.0,ANTOFAGASTA,0,10184,0,0,142,2884,7,1.0,8000000,NO,0.0,0.020933810621500015,0
3280,M,500000.0,50,TEC,SOL,138,1.0,ARICA,414174,2022,0,88491,150,0,581,1.0,1100000,NO,1.0,0.8268016576766968,1
3281,M,680000.0,52,MED,CAS,39,87.0,SANTIAGO,0,0,0,979304,0,0,114,1.0,2800000,NO,1.0,0.8185815811157227,1
3282,M,1389000.0,36,,CAS,22,1.0,ARICA,0,144904,0,253263,516,0,40,1.0,6400000,SI,,,0
3283,F,505000.0,53,MED,CAS,103,93.0,SANTIAGO,0,93399,0,0,465,0,0,2.0,1400000,SI,1.0,0.6088262796401978,1
3284,M,2000000.0,34,TEC,CAS,77,227.0,TALCAHUANO,0,968058,0,108232,0,0,206,0.0,8000000,NO,0.0,0.0016682103741914034,0
3285,M,1971000.0,42,MED,CAS,52,226.0,CONCEPCION,0,0,0,1132522,0,9635,17486,0.0,8000000,NO,0.0,0.0035661468282341957,0
3286,M,5104000.0,49,UNV,CAS,31,119.0,SANTIAGO,0,0,0,541336,2099,0,108229,1.0,8000000,NO,1.0,0.9244475364685059,1
3287,M,869000.0,47,UNV,SOL,128,88.0,SANTIAGO,0,753040,0,0,0,55525,12994,1.0,3500000,NO,1.0,0.9395771026611328,1
3288,F,637000.0,28,TEC,CAS,60,291.0,PUERTO MONTT,0,139983,0,231634,210,0,22,2.0,2300000,NO,0.0,0.2614303231239319,1
3289,F,75000.0,38,TEC,SOL,45,88.0,SANTIAGO,0,589678,0,0,1,0,0,1.0,1500000,SI,0.0,0.004760269075632095,0
3290,F,550000.0,24,TEC,SOL,90,85.0,SANTIAGO,0,293968,0,20620,6,0,0,1.0,1600000,NO,0.0,0.21974165737628937,1
3291,F,8600000.0,39,TEC,SOL,66,253.0,TEMUCO,0,0,0,0,267,4299,2911,1.0,4800000,NO,0.0,0.01356017217040062,0
3292,F,1562000.0,60,TEC,VIU,105,59.0,QUILLOTA,0,169554,0,19924,864,0,32,1.0,8000000,NO,0.0,0.007378691341727972,0
3293,F,6800000.0,36,MED,SOL,46,35.0,OVALLE,0,562275,0,468387,683,23499,6244,1.0,4400000,NO,0.0,0.01282641850411892,0
3294,F,471000.0,46,UNV,CAS,90,89.0,SANTIAGO,0,634543,0,0,0,0,0,0.0,1000000,NO,0.0,0.01882167160511017,0
3295,M,745000.0,38,UNV,CAS,67,193.0,CHILLAN,0,285525,0,1270,1,682,61,1.0,3500000,NO,0.0,0.05550966411828995,1
3296,M,605000.0,38,MED,SOL,66,279.0,PANGUIPULLI,0,29784,0,133769,0,0,11,0.0,2200000,NO,0.0,0.005350308492779732,0
3297,M,750000.0,49,UNV,SOL,30,91.0,SANTIAGO,138923,40707,0,43410,758,418,180,1.0,2300000,NO,1.0,0.9426618218421936,1
3298,F,1300000.0,36,TEC,CAS,48,85.0,SANTIAGO,0,402268,0,0,0,19811,0,0.0,5800000,NO,0.0,0.0013132821768522263,0
3299,M,6010000.0,43,UNV,CAS,25,85.0,SANTIAGO,0,37126,0,304617,112,0,328,1.0,2000000,NO,1.0,0.992045521736145,1
3300,M,500000.0,51,UNV,SOL,138,1.0,ARICA,0,48012,0,18289,642,0,4509,2.0,900000,NO,1.0,0.9112033247947693,1
3301,F,600000.0,42,MED,CAS,85,88.0,SANTIAGO,0,4685,0,258655,130,0,437,1.0,2300000,NO,0.0,0.22773659229278564,1
3302,M,700000.0,26,UNV,CAS,15,67.0,VINA DEL MAR,451893,870577,0,0,622,0,0,1.0,1200000,NO,1.0,0.6223504543304443,1
3303,F,87100.0,52,TEC,SOL,56,138.0,RENGO,0,0,0,173916,0,0,384,0.0,1800000,SI,0.0,0.0038704441394656897,0
3304,M,507000.0,32,TEC,SOL,52,109.0,SANTIAGO,0,51549,99392,340377,105,0,243,1.0,1800000,NO,0.0,0.12237373739480972,1
3305,F,720000.0,60,MED,CAS,63,300.0,CASTRO,279887,207395,0,0,153,0,3087,3.0,1200000,NO,0.0,0.0826396495103836,1
3306,M,1150000.0,40,TEC,CAS,138,1.0,ARICA,0,344562,0,37526,7,0,893,1.0,4600000,NO,0.0,0.40463000535964966,1
3307,M,2170000.0,43,TEC,CAS,92,117.0,SANTIAGO,0,0,0,0,16,0,1610,3.0,8000000,NO,0.0,0.1356809288263321,1
3308,M,828000.0,49,UNV,CAS,32,89.0,SANTIAGO,0,177725,0,70109,125,0,264,1.0,3800000,NO,1.0,0.9529693722724915,1
3309,F,72200.0,54,MED,SOL,11,67.0,VINA DEL MAR,0,2060,0,695709,996,0,1478,1.0,4000000,SI,0.0,0.09469368308782578,1
3310,M,2098000.0,49,MED,CAS,52,104.0,SANTIAGO,0,292049,0,501536,1772,9510,2891,2.0,6400000,NO,1.0,0.8415703773498535,1
3311,M,621000.0,28,TEC,CAS,27,226.0,CONCEPCION,0,109512,0,0,313,1243,265,3.0,500000,NO,1.0,0.5693731904029846,1
3312,M,798000.0,42,UNV,CAS,138,1.0,ARICA,0,185725,0,0,279,0,298,2.0,3700000,NO,1.0,0.8516101837158203,1
3313,M,45000.0,40,UNV,CAS,55,90.0,SANTIAGO,0,37550,0,967863,15,0,708,1.0,2600000,NO,1.0,0.9302675127983093,1
3314,M,508000.0,42,MED,CAS,13,16.0,ANTOFAGASTA,0,0,0,0,658,15857,0,1.0,800000,NO,0.0,0.2948075830936432,1
3315,F,573000.0,51,MED,CAS,93,89.0,SANTIAGO,0,325624,0,309871,0,0,0,0.0,1900000,NO,0.0,0.014471934176981449,0
3316,F,500000.0,25,TEC,CAS,27,226.0,CONCEPCION,0,31696,0,82647,145,0,0,1.0,1700000,NO,1.0,0.6524499654769897,1
3317,F,6260000.0,40,MED,SOL,53,80.0,SANTIAGO,0,815527,0,0,765,6916,0,1.0,3600000,NO,0.0,0.04795597121119499,1
3318,F,9000000.0,34,TEC,SOL,97,326.0,PUNTA ARENAS,0,163568,0,0,0,0,0,0.0,1600000,NO,0.0,0.0019638100638985634,0
3319,F,550000.0,42,MED,CAS,138,1.0,ARICA,0,49621,0,52225,0,1494,237,1.0,1600000,NO,0.0,0.2838016152381897,1
3320,M,73000.0,40,MED,CAS,55,90.0,SANTIAGO,302410,1797,0,1589,1168,0,129,2.0,500000,NO,1.0,0.9238364696502686,1
3321,M,883000.0,45,MED,CAS,122,80.0,SANTIAGO,0,581125,0,0,107,15819,3,1.0,3000000,NO,1.0,0.8594287633895874,1
3322,F,1575000.0,28,TEC,CAS,30,99.0,SANTIAGO,0,162063,0,3004,2000,0,65,1.0,7000000,NO,0.0,0.014830904081463814,0
3323,F,1620000.0,50,MED,CAS,138,88.0,SANTIAGO,0,1245745,0,0,0,30780,0,0.0,8000000,SI,0.0,0.004058743827044964,0
3324,F,500000.0,49,MED,VIU,77,227.0,TALCAHUANO,0,573111,0,0,389,0,494,1.0,1100000,NO,0.0,0.4242269694805145,1
3325,M,1086000.0,35,TEC,CAS,118,83.0,SANTIAGO,0,244633,0,0,58,0,0,2.0,500000,NO,0.0,0.05750814825296402,1
3326,F,5010000.0,34,TEC,SOL,80,88.0,SANTIAGO,0,275902,0,0,200,0,3,1.0,4200000,NO,0.0,0.009318008087575436,0
3327,M,789000.0,47,UNV,CAS,138,1.0,ARICA,452601,157024,0,423200,1970,0,27,2.0,1300000,SI,1.0,0.9325103163719177,1
3328,M,1000000.0,41,MED,CAS,94,301.0,ANCUD,0,439177,0,0,182,0,0,1.0,2900000,NO,0.0,0.4329167902469635,1
3329,M,80000.0,42,UNV,CAS,55,90.0,SANTIAGO,0,72814,0,0,888,15412,652,2.0,1300000,NO,1.0,0.9843078255653381,1
3330,M,440000.0,33,TEC,CAS,85,91.0,SANTIAGO,175455,211027,0,0,843,0,303,2.0,900000,NO,0.0,0.09995018690824509,1
3331,M,582000.0,55,UNV,SOL,27,226.0,CONCEPCION,1276727,228542,0,0,907,3979,2376,1.0,650000,NO,1.0,0.8493180871009827,1
3332,M,582000.0,49,UNV,CAS,138,1.0,ARICA,540596,105765,0,0,280,17315,2814,1.0,650000,NO,1.0,0.9119185209274292,1
3333,M,797000.0,29,UNV,SOL,14,22.0,COPIAPO,0,159154,0,128765,2,0,34,1.0,3800000,NO,1.0,0.6881769895553589,1
3334,M,6800000.0,30,UNV,CAS,55,90.0,SANTIAGO,0,103396,0,114730,6,2426,157,1.0,3700000,SI,1.0,0.8626671433448792,1
3335,M,500000.0,32,TEC,CAS,90,89.0,SANTIAGO,710753,0,0,0,1123,8436,196,1.0,500000,NO,0.0,0.15150459110736847,1
3336,M,850000.0,28,UNV,SOL,96,115.0,SANTIAGO,0,365337,0,0,97,0,0,1.0,3100000,NO,1.0,0.6843565106391907,1
3337,F,7830000.0,31,TEC,CAS,14,22.0,COPIAPO,120244,158575,0,0,89,0,0,1.0,3900000,NO,0.0,0.03420218452811241,0
3338,M,50000.0,42,UNV,CAS,55,90.0,SANTIAGO,0,921823,0,0,12,0,4896,1.0,3000000,NO,1.0,0.9865865707397461,1
3339,F,493000.0,64,EUN,SOL,18,118.0,SANTIAGO,0,460325,0,88839,737,0,0,1.0,750000,NO,0.0,0.14067812263965607,1
3340,F,510000.0,48,MED,CAS,149,105.0,SANTIAGO,0,329691,0,0,3,0,0,1.0,1700000,NO,1.0,0.5480136275291443,1
3341,F,1030000.0,41,UNV,CAS,31,119.0,SANTIAGO,738553,439195,0,0,1544,0,2620,3.0,1900000,NO,1.0,0.9466207027435303,1
3342,M,527000.0,47,UNV,SOL,16,80.0,SANTIAGO,0,9426,0,177938,361,0,20,2.0,1700000,NO,1.0,0.9578617215156555,1
3343,M,671000.0,42,MED,CAS,90,98.0,SANTIAGO,0,0,0,0,0,16346,0,0.0,2700000,NO,0.0,0.01540248841047287,0
3344,M,1133000.0,37,UNV,CAS,90,89.0,SANTIAGO,0,159609,0,9228,0,4878,0,0.0,4700000,NO,0.0,0.01038334984332323,0
3345,M,70900.0,55,UNV,CAS,55,90.0,SANTIAGO,0,191364,0,507791,22,2797,119,1.0,8000000,SI,1.0,0.9386330842971802,1
3346,M,7300000.0,30,UNV,CAS,55,90.0,SANTIAGO,0,791477,0,874041,126,0,1,2.0,8000000,NO,1.0,0.7794974446296692,1
3347,M,1792000.0,52,UNV,SOL,27,226.0,CONCEPCION,0,432719,0,151638,0,0,2,1.0,8000000,NO,1.0,0.668193519115448,1
3348,M,500000.0,40,UNV,CAS,88,67.0,VINA DEL MAR,0,400305,0,0,93,0,0,1.0,900000,NO,1.0,0.626738429069519,1
3349,M,60200.0,45,UNV,VIU,55,90.0,SANTIAGO,0,1270543,68477,187546,1463,0,14966,3.0,1900000,SI,1.0,0.9929817914962769,1
3350,F,45000.0,46,MED,SOL,56,131.0,RANCAGUA,0,1129900,0,0,0,0,25183,0.0,8000000,SI,0.0,0.001790223061107099,0
3351,F,1067000.0,55,MED,CAS,55,91.0,SANTIAGO,0,263341,0,45181,795,465,1811,1.0,1600000,NO,1.0,0.5914652943611145,1
3352,F,7500000.0,36,MED,SOL,51,98.0,SANTIAGO,0,338,0,69791,1234,14762,490,1.0,1200000,NO,0.0,0.015665024518966675,0
3353,M,1506000.0,41,,CAS,102,105.0,SANTIAGO,0,12898,0,348669,384,2297,260,1.0,7200000,SI,,,0
3354,F,445000.0,37,MED,CAS,48,85.0,SANTIAGO,0,0,0,0,59,0,0,1.0,1600000,NO,0.0,0.030610667541623116,0
3355,F,500000.0,37,TEC,SOL,139,90.0,SANTIAGO,0,109418,0,0,69,0,0,1.0,1900000,NO,0.0,0.02218533679842949,0
3356,M,988000.0,52,UNV,VIU,31,119.0,SANTIAGO,1486486,197814,0,16415,0,0,4697,1.0,2700000,NO,1.0,0.9808018803596497,1
3357,F,695000.0,36,UNV,CAS,85,115.0,SANTIAGO,0,6276,0,201688,235,0,109,1.0,2600000,NO,0.0,0.07021084427833557,1
3358,M,2221000.0,46,MED,CAS,70,265.0,LONCOCHE,0,1174829,0,140643,0,0,3172,0.0,8000000,NO,0.0,0.01043205801397562,0
3359,F,900000.0,21,UNV,SOL,38,85.0,SANTIAGO,391621,0,0,0,283,0,0,1.0,2700000,NO,0.0,0.426667720079422,1
3360,M,2400000.0,40,MED,SEP,79,148.0,SAN FERNANDO,1302649,255586,0,622087,566,11521,2273,1.0,8000000,NO,0.0,0.2469933032989502,1
3361,F,62300.0,60,TEC,VIU,90,80.0,SANTIAGO,0,375596,0,0,1323,384,1040,1.0,1200000,SI,0.0,0.004755280911922455,0
3362,M,1000000.0,48,MED,CAS,60,291.0,PUERTO MONTT,0,9467,0,0,7,30830,26665,1.0,4400000,NO,1.0,0.639554500579834,1
3363,F,448000.0,55,MED,CAS,27,226.0,CONCEPCION,0,19910,0,55580,103,0,139,1.0,1600000,NO,1.0,0.6355443000793457,1
3364,F,700000.0,56,TEC,CAS,90,85.0,SANTIAGO,19767,59233,1458349,0,1864,0,0,3.0,800000,NO,0.0,0.03583960235118866,0
3365,M,484000.0,54,UNV,CAS,84,90.0,SANTIAGO,0,364820,0,5705,0,0,35,1.0,1500000,SI,1.0,0.9101253151893616,1
3366,M,6500000.0,43,UNV,CAS,102,88.0,SANTIAGO,0,458987,0,113704,122,0,67,1.0,8000000,NO,1.0,0.8458325862884521,1
3367,M,940000.0,38,TEC,SEP,29,93.0,SANTIAGO,0,239346,0,0,0,574,0,0.0,2900000,NO,0.0,0.006608862429857254,0
3368,F,700000.0,34,TEC,SOL,77,227.0,TALCAHUANO,0,0,0,0,399,23359,1421,1.0,1800000,NO,0.0,0.00855989195406437,0
3369,F,1000000.0,44,TEC,CAS,90,118.0,SANTIAGO,0,0,0,0,308,0,13428,2.0,4700000,NO,0.0,0.08400780707597733,1
3370,M,508000.0,32,TEC,CAS,15,66.0,VALPARAISO,0,226932,0,0,2,6035,2,1.0,1700000,NO,0.0,0.16084522008895874,1
3371,M,513000.0,45,UNV,CAS,73,89.0,SANTIAGO,308863,269122,0,540456,395,0,694,1.0,1200000,NO,1.0,0.959740161895752,1
3372,M,501000.0,48,UNV,CAS,90,84.0,SANTIAGO,0,371105,0,95167,103,0,93,1.0,1600000,NO,1.0,0.9460897445678711,1
3373,F,5000000.0,37,TEC,VIU,83,103.0,SANTIAGO,0,321076,0,25796,279,0,0,1.0,3800000,NO,0.0,0.007720093708485365,0
3374,M,65000.0,40,UNV,CAS,142,93.0,SANTIAGO,0,4961,840967,1910089,689,0,3807,2.0,3100000,SI,1.0,0.9849368929862976,1
3375,F,960000.0,30,TEC,CAS,90,97.0,SANTIAGO,1149366,2591,0,40375,2136,0,138,1.0,2300000,NO,0.0,0.07296410948038101,1
3376,F,6100000.0,34,TEC,SOL,68,80.0,SANTIAGO,0,0,0,0,173,0,0,1.0,1600000,NO,0.0,0.007488827221095562,0
3377,M,1100000.0,30,TEC,CAS,90,92.0,SANTIAGO,0,107804,0,624062,666,0,229,2.0,4000000,NO,0.0,0.20974387228488922,1
3378,F,54700.0,50,MED,SOL,82,91.0,SANTIAGO,0,12058,0,227496,3,0,67,1.0,4900000,SI,0.0,0.029166333377361298,0
3379,F,5490000.0,36,MED,VIU,121,227.0,TALCAHUANO,0,291110,0,0,427,0,1,1.0,8000000,NO,0.0,0.009433223865926266,0
3380,F,440000.0,39,UNV,CAS,60,291.0,PUERTO MONTT,0,445624,0,40553,429,0,0,2.0,1200000,NO,0.0,0.1542118936777115,1
3381,M,8230000.0,43,UNV,CAS,55,90.0,SANTIAGO,0,256524,0,1602,55,0,2,1.0,3300000,NO,1.0,0.9924782514572144,1
3382,M,625000.0,51,UNV,CAS,16,93.0,SANTIAGO,0,380,0,0,0,0,1,1.0,1800000,NO,1.0,0.9634376168251038,1
3383,M,1300000.0,55,TEC,SEP,27,226.0,CONCEPCION,0,55740,0,131173,2,0,134,1.0,6200000,NO,1.0,0.8451524376869202,1
3384,F,1680000.0,40,UNV,CAS,64,272.0,VALDIVIA,0,0,0,0,0,10310,0,0.0,8000000,NO,0.0,0.005033612716943026,0
3385,M,803000.0,49,UNV,CAS,90,93.0,SANTIAGO,0,128315,0,0,73,3581,0,1.0,3600000,NO,1.0,0.9553536772727966,1
3386,F,86500.0,61,MED,SOL,39,92.0,SANTIAGO,0,440064,0,0,834,0,0,1.0,4800000,SI,0.0,0.005181263666599989,0
3387,F,52300.0,42,TEC,SOL,57,112.0,SANTIAGO,0,185787,0,43234,0,4589,7,0.0,8000000,SI,0.0,0.0019272849895060062,0
